"Name","<-0.1","-0.1-0","0-0.05","0.05-0.1","0.1-0.15","0.15-0.2","0.2-0.25","0.25-0.3","0.3-0.35","0.35-0.4","0.4-0.45","0.45-0.5","0.5-0.55","0.55-0.6",">=0.6"
"19","Adbert Alzolay","0.0523040941763437","0.0624795084845419","0.0889812688091393","0.0972710873696818","0.128310865392498","0.0954674665064398","0.111124848686812","0.118473147273667","0.0787821307748594","0.0778078321205708","0.0430716535684389","0.0126661013578468","0.0129437519635502","0.013502115976762","0.00681412753884834"
"20","Adonis Rosa","0.056162316909164","0.0640003272194903","0.0904053400331915","0.0914080991254299","0.121347790951665","0.0983630997305881","0.107081804908799","0.117464885797835","0.0778094970779759","0.0779858864469146","0.0477069463992963","0.0150187487114569","0.0131043310300611","0.0124292300869593","0.00971169557117283"
"21","Adrian Houser","0.0295303562363716","0.0525788169267967","0.0616471719137074","0.0782104729050701","0.110429424376906","0.107539573652505","0.1116418533898","0.141203712952254","0.09231864365338","0.0973905380939687","0.0561158172222729","0.00991009405094545","0.0313456545784907","0.0139176714828904","0.0062201985646404"
"22","Adrian Morejon","0.0848463309776618","0.0799041474212648","0.107940288808654","0.0965704666865029","0.121557969184821","0.103270803039689","0.101062080997376","0.106056322159594","0.0679961493465192","0.0626769535455724","0.0356430681522081","0.0108141862859427","0.00800835915836994","0.00776508276086384","0.00588779147495988"
"23","Adrian Sampson","0.118742467834478","0.104005875748168","0.130578259373092","0.109347499160496","0.120113253456197","0.0981899559986416","0.0938888790328793","0.089677311891421","0.0474451066278999","0.0464093640691141","0.0231990237400761","0.00534866063835348","0.00551649368280131","0.00477061787290329","0.00276723087348009"
"24","Alec Mills","0.0685899797864377","0.0904151297502302","0.108353030023427","0.0953663365382355","0.138478880206581","0.13823924562198","0.102165762912025","0.10246721136111","0.0539008333024498","0.0501165788118471","0.0291427214278524","0.00680312526663288","0.00680820962202526","0.00565931096135217","0.00349364440781251"
"25","Alex Avila","0.06502357303241","0.0734472854467815","0.105836434436059","0.0955641745006416","0.125276276713167","0.106293561018504","0.0990065817013994","0.10635784239033","0.0737487476041796","0.0732183124544144","0.0375679573473169","0.0128978275344661","0.00947844739194144","0.00974498093457084","0.00653799749381858"
"26","Alex Claudio","0.0712581355487126","0.0876081806165648","0.0997828647298955","0.11246662311368","0.132803672072377","0.105586068209694","0.108378621535228","0.106528889720954","0.0584223258609392","0.0592202155340473","0.032847371619993","0.00663825000004247","0.00842893440619259","0.0063827528110756","0.00364709422060458"
"27","Alex Colome","0.0342950436810004","0.0565289271691464","0.0635183387272444","0.0801631786787516","0.234777070661739","0.0993974065747566","0.115868724343981","0.133945809259064","0.0631917992909467","0.0584187119052654","0.033343440438143","0.00645527784797011","0.00914920772594471","0.00739495437834834","0.00355210931769817"
"28","Alex Gordon","0.0820354741878747","0.0818799393590399","0.107036280031615","0.103938779783362","0.129533577880557","0.0994456580874261","0.0982860507956311","0.101521870650323","0.0657526574211242","0.0646425578722859","0.0343123159029364","0.0095590271461451","0.00840877551915557","0.00827386451986314","0.00537317084266075"
"29","Alex McRae","0.0794118520817621","0.0798505264817087","0.111802857610104","0.107831453503312","0.127749137201344","0.0977235424582576","0.100238878340699","0.103327182238627","0.0645413319562671","0.0601130019084377","0.0362669455780081","0.00911534896607501","0.00854696244405446","0.00805114791613471","0.00542983131520774"
"30","Alex Reyes","0.0598589023607221","0.0669905500416986","0.0934140904950232","0.0966583425471864","0.125864047714895","0.0972878687324622","0.10574270721435","0.112542417069787","0.0762022326099418","0.0753863798607135","0.0445008681307748","0.0132178022697518","0.0119454197035187","0.0118577365934691","0.0085306346557057"
"31","Alex Wilson","0.0805264081216556","0.0790974080901297","0.110429507233063","0.116665895239558","0.130540961094508","0.0939758175449362","0.0985133063386218","0.101762130984238","0.0638443459529762","0.0596779411986212","0.0350905508921135","0.00826145234380144","0.0084237046542044","0.0081933309095426","0.00499723940203096"
"32","Alex Young","0.0395851663372407","0.0529691727213723","0.0774869741967088","0.0785516146886399","0.107693407500742","0.101191635340458","0.111304168948848","0.131043063018748","0.093710925879899","0.0957796205046228","0.0516745295481401","0.0184576491400545","0.0150175533867036","0.0176242046001567","0.00791031418766529"
"33","Allen Webster","0.0800418017374169","0.0785377664068384","0.112353189603608","0.107003478717701","0.130241330646278","0.0956222908843349","0.101084628274144","0.0995812994022911","0.0687725131080065","0.058757564925472","0.0371655418261019","0.00880710870113878","0.00798952191050702","0.00766914251023035","0.00637282134593149"
"34","Amir Garrett","0.0579098582480146","0.0784474481333696","0.0978256537081679","0.124627803832441","0.138027255361734","0.0919590227432278","0.102429315423895","0.101524804504923","0.0744203451405427","0.058683829466199","0.0424164904787938","0.00769843550906901","0.009350224205053","0.00898746443290947","0.00569204881165938"
"35","Andres Munoz","0.0359009395861043","0.067543831877019","0.0647497862830386","0.14626965654414","0.118273815829426","0.0866584878958208","0.115990747397477","0.111222295212298","0.121274813100542","0.0505229042910591","0.0548882355707851","0.00536609676242522","0.00870305679050844","0.00830366169919798","0.00433167116015854"
"36","Andrew Cashner","0.049644948582055","0.117889143804173","0.0893527297486423","0.113715565181069","0.131086432646949","0.112588234907739","0.103995403877769","0.112742880173794","0.0659687423285708","0.0503719323719011","0.0299265515449669","0.00471352412836294","0.00694845955212418","0.00797307147787915","0.00308237967400442"
"37","Andrew Chafin","0.055797655355017","0.0680128393185918","0.0913902721904687","0.126368737742335","0.142338510889221","0.12080235682518","0.104791372181539","0.107296387695181","0.0676428294091395","0.061499157913239","0.029599576456575","0.00699653028559682","0.00587884202249697","0.00651743096935465","0.00506750074606465"
"38","Andrew Kittredge","0.0604560461830269","0.0628924233365387","0.0966537693031741","0.10441313399254","0.117016450928581","0.113065592010666","0.121717048062939","0.124904197181823","0.0743116179982915","0.0629129807471977","0.0362310511277529","0.00763762808953337","0.00651557370150891","0.00621292736901841","0.00505955996740743"
"39","Andrew Miller","0.0683107109366345","0.100959142680718","0.113157406800746","0.144270101258944","0.127266966060552","0.0984689948843727","0.0973278116005314","0.101484397680822","0.054982605990249","0.0458451634282601","0.0285329038804846","0.00468209681846856","0.00597873937631285","0.00572641255078193","0.00300654605212331"
"40","Andrew Suarez","0.0728346915590621","0.0828157063404926","0.0997610005410992","0.114753257270982","0.128441488656752","0.102508369574835","0.105700949983973","0.112300074216476","0.0593348425434936","0.0634211919230273","0.0314626819285447","0.00748204967319793","0.00869722484617957","0.0070348565296654","0.00345161441222019"
"41","Andrew Vasquez","0.0621241868509389","0.0686097326482536","0.0957235928277943","0.0949272827551065","0.123862542311681","0.100655139395944","0.103217760268156","0.111166688767191","0.0762327546139096","0.0751698422953825","0.0435666754583494","0.0136278424631102","0.0111788069478732","0.0112981017809384","0.00863905061537157"
"42","Anthony Banda","0.0704266821359188","0.0760245096798011","0.107702463883744","0.0947255483909169","0.123183716545201","0.106477190077288","0.104215446872852","0.114494801752313","0.0706959937501798","0.0654915606923649","0.0342252884024383","0.0108688445489807","0.00876982469377462","0.00803110277359856","0.0046670258006282"
"43","Anthony Bass","0.0340990844109202","0.0542975885551105","0.0664282664413952","0.0950789414791511","0.122545585469018","0.102092209040492","0.121214233897051","0.145724188856916","0.0771367343323566","0.0918081042450874","0.0450063013305533","0.0095441150850152","0.0162990136704396","0.0139622316950069","0.00476340149148763"
"44","Anthony Kay","0.0249687045999701","0.0420352466318253","0.0535499108962025","0.0626463705685869","0.0944547998575803","0.0953852155014074","0.0991412902394368","0.135150357124745","0.102209500488833","0.124308861563703","0.0707064735893274","0.0176613897746255","0.0273035446080396","0.0299405884366658","0.0205377461190509"
"45","Anthony Swarzak","0.0818394708508179","0.0850487515185104","0.118613587860685","0.139879665331537","0.130725623346089","0.100799665492066","0.0953818782993656","0.0960493171284415","0.0537853650936731","0.0481661636466517","0.0284272027467252","0.00554766203288102","0.0065219380668113","0.00591926755655916","0.00329444102918628"
"46","Archie Bradley","0.0709189363138959","0.0783442566381561","0.097052019614128","0.125830243677957","0.128993219467241","0.119544708431879","0.104927167135386","0.108746583470874","0.0558354805868454","0.0681642372722795","0.0215567667813858","0.00472583205763669","0.00698476077642877","0.00597281956953987","0.00240296820636758"
"47","Ariel Jurado","0.0466778274965468","0.0670122463529389","0.0899832647186446","0.109691729350542","0.140676600009714","0.107641487410727","0.107336842314762","0.131127864063557","0.0732924691559161","0.066827806109263","0.0313867361788206","0.00824156012444259","0.00985371746473651","0.00704182607861962","0.00320802317076829"
"48","Arodys Vizcaino","0.067972093725718","0.072573346337442","0.101409349084612","0.104248938228571","0.128486253485317","0.0975861725034839","0.104209123774081","0.108979067088312","0.0711609570066837","0.0654436503991466","0.0407719052705616","0.0107867874335997","0.0101008844083606","0.00966274235663791","0.00660872889747278"
"49","Aroldis Chapman","0.0251530849464271","0.0496847174679422","0.0578938672909806","0.0670798104373608","0.112754544068171","0.119951383492327","0.103772534663561","0.126654500665283","0.107291479163227","0.104200875663453","0.0562196337210098","0.0120574469982464","0.0228988826064578","0.0227335874340902","0.0116536513814634"
"50","Art Warren","0.0359387070347252","0.0508843038109627","0.0730243449286693","0.0775824936848103","0.111173996299121","0.0979094279379761","0.111269426399916","0.125873796504652","0.0909221597284407","0.0980052500942307","0.054413392916634","0.0224667946224858","0.0188242772629747","0.0218789018462893","0.00983272692811279"
"51","Asher Wojciechowski","0.0516440651420284","0.0628710262709287","0.102074054043983","0.0980370690030821","0.116144755522463","0.109780017468116","0.0980670334552523","0.113827025527387","0.0826360548707603","0.0767541641843261","0.0417136256542949","0.0169217358755827","0.0102739489752734","0.0113506250437218","0.00790479896280103"
"52","Austen Williams","0.0614874093661726","0.0677104537586452","0.0945367685508187","0.0944385814375138","0.123252886792659","0.0993585902962059","0.104049532769296","0.112487614851706","0.0762420098162025","0.075357439908513","0.0450789623370686","0.0137273528476281","0.0115340050447857","0.0114490442600923","0.00928934796269166"
"53","Austin Brice","0.0601477335954385","0.10185876245371","0.0783303167236717","0.100217676669228","0.119374092714973","0.114674579560433","0.147460753905161","0.119476789530194","0.0529209256741283","0.0644341803707003","0.0231507724214667","0.0041824623100909","0.00646797122915854","0.00497691713192769","0.00232606570971781"
"54","Austin Davis","0.079560400522106","0.0793377706241426","0.113285092094927","0.121468894519726","0.129501784268831","0.0949692978777101","0.0983360057585996","0.101537502581798","0.0623580495149523","0.0570117314690786","0.0341859365439183","0.00787369325658889","0.00811333871395475","0.00779035313693177","0.0046701491167354"
"55","Austin Pruitt","0.0684344264058542","0.0823609882073682","0.101917689655494","0.105650960119869","0.132243283894542","0.12651819999058","0.106126816706928","0.108447171801868","0.0563604249175534","0.0566267592389437","0.0307074775145964","0.00717552087464887","0.00781204655880643","0.00618491042426044","0.0034333236886865"
"56","Austin Romine","0.0636368198303259","0.0688934787879875","0.096343182007431","0.0946001520656092","0.122864129654395","0.0997030899440713","0.104174498648657","0.112848914865507","0.0748450930539176","0.0736926561455533","0.0442684294667798","0.0133473503514127","0.0111313137538113","0.0109010357755044","0.00874985564903672"
"57","Austin Voth","0.0474433564945146","0.0534197664535082","0.0797542306345178","0.086767995123636","0.108769477853106","0.10488829916485","0.109079390474895","0.129688253365004","0.0902206059044397","0.0759290008911176","0.0521810008377022","0.0228040987345911","0.0108887712335566","0.0131128038402954","0.0150529489942661"
"58","Ben Heller","0.0924877192936058","0.109525018925645","0.0984123054422623","0.0927797550697387","0.114319465082123","0.134776767998712","0.11072968287647","0.10874119690881","0.0490199848654554","0.0482369446145353","0.0241750961936149","0.00416471564870394","0.0054065056601052","0.0046232805517459","0.00260156086847199"
"59","Ben Lively","0.0711495919122909","0.0728675097632195","0.101286587188048","0.0964219237372026","0.123256801681446","0.100844820132978","0.102720403397259","0.110074114408789","0.0723181261851472","0.0686881433647414","0.0411111766860185","0.0122899978351954","0.00979173057229336","0.00957319101635574","0.00760588211901562"
"60","Ben Zobrist","0.0572523775230434","0.0655514026818822","0.0917714757923958","0.0950596831146792","0.125767880794117","0.0980102599422902","0.106376753574898","0.112963004655333","0.0779010291142559","0.0775419655469601","0.0444047529518699","0.0139820510608405","0.0123702912155118","0.0125038783536103","0.00854319367831281"
"61","Blaine Hardy","0.0684449425347853","0.0804362017675472","0.104451310499239","0.0994350566406952","0.137695263609817","0.114688297094966","0.10527366411341","0.108392292335853","0.0605468840373613","0.0583627367196085","0.0333311987527389","0.0089235241233326","0.00839665898144397","0.00737174610875478","0.00425022268044689"
"62","Blake Parker","0.0771344495541204","0.0872284114397454","0.102398124730127","0.106754430673227","0.135243310473329","0.121645474552826","0.115764990389246","0.107176351443335","0.0506496056188874","0.0516046225608305","0.0252008618078076","0.00511436429543176","0.0062512520993838","0.00513465345878139","0.00269909690292283"
"63","Blake Treinen","0.070687235987795","0.0912799852575489","0.127121713565609","0.128930413082453","0.139038550742398","0.0913355201257228","0.0910729512146622","0.0986959394610224","0.0580315366691586","0.0508963751861507","0.0294526874284756","0.00570209290480644","0.00691370736974333","0.00726048250974239","0.00358080849471163"
"64","Bobby Poyner","0.083959402899646","0.0846022289151061","0.121708212593317","0.11551122837199","0.127482089919336","0.0986787987213989","0.0978908911684897","0.0993869713527736","0.0588264860214351","0.0541239910751883","0.0316529435742263","0.00750381554395397","0.00746895439683333","0.00696193430482629","0.00424205114147903"
"65","Brad Boxberger","0.0669725192070423","0.0724197799155286","0.102628509392393","0.143699397379707","0.150495587458696","0.0877290286938075","0.087640167569469","0.130555085345137","0.0560812267312609","0.0512028046436101","0.0265162291838038","0.00549668399233107","0.00698394947567567","0.0083986395548627","0.00318039145667559"
"66","Brad Brach","0.0666851801545956","0.11048265994531","0.110868189598151","0.109158446470057","0.159208376426191","0.100586964729535","0.0879584783124685","0.0977935766704465","0.0558242990795866","0.0542088927245061","0.025136995756478","0.00584246600576232","0.00631794187820608","0.00658786775946981","0.0033396644892366"
"67","Brad Hand","0.0477709009137654","0.0639036905851898","0.0759353966602149","0.0819082346216139","0.106331074403063","0.137525436458053","0.1397387459021","0.142384910437754","0.0649563366084823","0.0872411327939625","0.0318975592129124","0.00549488019726937","0.00614260664585527","0.00550879511426119","0.00326029944550207"
"68","Brad Peacock","0.0538291234047604","0.0638427259080022","0.0926950422450969","0.103737293798495","0.135588998980302","0.0944628576650377","0.110116164075836","0.118955299331888","0.0771696925482067","0.070942186597019","0.0392397830645038","0.0101914187413977","0.0113655421458638","0.0123343996409561","0.00552947185263504"
"69","Brad Wieck","0.0708733878765214","0.0835861120528915","0.107694352503237","0.101875359437222","0.141022881537649","0.118173894647346","0.104417971278768","0.104450458624158","0.0582725642788674","0.0528123143576618","0.031240989259743","0.00749283707311245","0.00746507870535881","0.0066880217298164","0.00393377663764681"
"70","Brady Lail","0.0565691458564436","0.0649553973293835","0.0909626686927052","0.093246117464339","0.123294694357425","0.0978083970972038","0.107853452154487","0.117236076244492","0.0761574318730347","0.0774554956846897","0.046756275841218","0.014042712720607","0.0127972455688059","0.0121692971724453","0.00869559194272079"
"71","Brady Rodgers","0.0631977104659345","0.0688319491892951","0.0962266886035716","0.0960228030460815","0.124479328724305","0.0984452411840258","0.105105069164458","0.112922613010232","0.0741736045186974","0.0726100045213692","0.0443983448013224","0.0129456060904187","0.0113023934848797","0.0108592432208116","0.00847939997459658"
"72","Branden Kline","0.0947767650988967","0.0940952692604669","0.13258029177613","0.115314101506714","0.125468008062417","0.0986128096630262","0.0949136062098149","0.0937304478279374","0.0521046182154564","0.049675938637344","0.0270924550581107","0.00605864503491351","0.00645606961045668","0.00579324155258277","0.00332773248573241"
"73","Brandon Brennan","0.0510618957692369","0.0726742746862647","0.0862387001990708","0.119692316552251","0.134668398847895","0.096970801420781","0.110964557657985","0.110333443914408","0.081028056502347","0.058855971027795","0.0458353471616231","0.00742643644440063","0.0102137571115253","0.00866946392087684","0.00536657878353973"
"74","Brandon Dixon","0.0598202507857818","0.0669565946209823","0.0944486740346359","0.0932904362994563","0.122322863955678","0.0994601568032141","0.10702107100672","0.116861190260459","0.0748057619862893","0.0754009953569185","0.044610050146814","0.0136332189520469","0.0119607872010002","0.0114550934080672","0.00795285518193771"
"75","Brandon Kintzler","0.0423224098003811","0.0596550013549372","0.0791688875259353","0.116751166320459","0.123253161251938","0.0986373100866647","0.115443321027421","0.13746196780606","0.0713632458881345","0.0841874540291397","0.0365918499082521","0.00909133626594002","0.0125298734762953","0.00983958529866875","0.00370342995977317"
"76","Brandon Workman","0.0361931334488069","0.0528792656574729","0.0729630900944391","0.0852071825277148","0.124000597992195","0.0971011161154401","0.117717715954684","0.126637544881882","0.0960411218317845","0.08904369765778","0.0447196186864111","0.0149131183472569","0.0159914540519979","0.0184403070209312","0.00815103573120258"
"77","Brendan McKay","0.0435442172783878","0.0589472325708891","0.0892889891941771","0.0843094018499139","0.118695413234962","0.10481192383278","0.108540300343634","0.121327142631902","0.0867278936678812","0.0875769522608517","0.0437339558849445","0.0193008317467617","0.0128057141790903","0.0135539570114784","0.006836074312347"
"78","Brent Suter","0.0362215366516101","0.0492382774846071","0.0713073452298555","0.0767348707980461","0.105640472616411","0.0949507676315555","0.11142615637864","0.139292345271293","0.0870639669057029","0.0949819487520511","0.0566719021320377","0.0226562264427868","0.0261117451593256","0.0192549425535444","0.0084474959925328"
"79","Brett Martin","0.0679114362734359","0.0801245098809827","0.0969406532291338","0.104446961039672","0.129601258674212","0.116480995755731","0.109522859785126","0.111982108849689","0.0658150632238432","0.0628949803583114","0.0319932290275831","0.00636329826793229","0.00663694682378253","0.00546371812555904","0.00382198068500601"
"80","Brian Dozier","0.0625851333862647","0.0684241802695239","0.0957069825503885","0.094190575078881","0.122519175695922","0.10059150471168","0.103492229620724","0.112344103023881","0.0760233383952943","0.0748797556210016","0.0442549083102692","0.0137246909050801","0.0111651417626894","0.0111737714495313","0.00892450921886878"
"81","Brian Flynn","0.0686559907135259","0.0721151159533727","0.1105808529673","0.139288944117522","0.131612224861502","0.0950434529661977","0.0949045774612386","0.106549781540775","0.0590134312972152","0.0713904552491488","0.0253770724206504","0.0071252753106178","0.00751277709289364","0.00754667344910255","0.00328337459893726"
"82","Brian Johnson","0.0753355979772942","0.0768700499891955","0.109294806761022","0.111211745941503","0.12969680503444","0.0963974884965429","0.101726633205556","0.105363744286621","0.065051226333213","0.0614320895961714","0.0360931155282411","0.00892286636646917","0.00891352409069019","0.00853540519030863","0.00515490120273264"
"83","Brian Moran","0.0868127230491178","0.0945796315469769","0.119713474595953","0.100479792133091","0.125243676018103","0.106870074957285","0.0993260545862373","0.0998291450578729","0.0587715275140471","0.0513514755148109","0.0314746250743854","0.0078418725035268","0.00696733276423365","0.0062876411334143","0.00445095355094588"
"84","Brian Schlitter","0.0829864877271771","0.104108037373307","0.107689303587479","0.0947297810672493","0.122842925204566","0.115726033729841","0.092098116829019","0.0947529507348131","0.065451244318834","0.0682315777585336","0.0271136858709335","0.0079279289242639","0.00688682129884694","0.00600911560299176","0.00344598997214394"
"85","Brock Stewart","0.0770688452867609","0.0775067351820006","0.108164815986235","0.0999102897489393","0.125780253261828","0.099824412335164","0.102047259142328","0.107073753728632","0.0672962888881828","0.0632420044991643","0.0379545057360103","0.0105436575742378","0.00898183992214534","0.00846672534372886","0.0061386133646434"
"86","Brooks Pounders","0.123960823578399","0.103926338903501","0.122779266308071","0.102050496700115","0.119946646193911","0.0975158059638389","0.0938307061749632","0.0894322000518502","0.0531018254062188","0.0484610220236346","0.025113227589582","0.00625559206425487","0.0053970524276782","0.00484119975387482","0.00338779686010644"
"87","Brusdar Graterol","0.041812694374872","0.0715852375989197","0.0926624500294636","0.0889930662920964","0.111716797774859","0.137843375790316","0.10697769939673","0.12798068098894","0.0897305350275164","0.0791228917399349","0.0277857897406268","0.00698180428603531","0.0087027640152236","0.0053356425836237","0.00276857036084197"
"88","Bryan Abreu","0.0282605779306533","0.0449855225802953","0.056443531089668","0.0677245155693117","0.10665099875873","0.0929642021571262","0.095139291101595","0.116808504629905","0.0944435688907258","0.10931902206022","0.0629003975797626","0.0224336400320164","0.0290329744788219","0.0356619688982155","0.0372312842429546"
"89","Bryan Garcia","0.0759694417392959","0.0848824779226485","0.10772350322476","0.119948759530176","0.134428968802898","0.0929335660366838","0.0975515188547035","0.0983026481519765","0.0655051858149573","0.0581012531535294","0.0352645523370083","0.00787184430527937","0.00822280934997685","0.00814245232549676","0.00515101845060984"
"90","Bryan Shaw","0.0762822943393611","0.0898676436832832","0.109215170920345","0.109245357991321","0.137925403925454","0.111980976685477","0.103327117751701","0.101240745082037","0.0551077287108261","0.0527803854810652","0.0294570480800701","0.00660306113896022","0.00726829070444881","0.00620916679998746","0.00348960870566237"
"91","Bryse Wilson","0.0690147409302734","0.0715259547152819","0.0999770512228974","0.0960147344469848","0.123328044465092","0.100310212252395","0.103383281719377","0.111053206351772","0.0730728678524077","0.0694981857238039","0.0422186875125449","0.0126007807168347","0.0101528262347439","0.00987591367935234","0.00797351217623889"
"92","Buck Farmer","0.0825516287842207","0.092216062891199","0.12822375340402","0.0945989626174379","0.114627625162041","0.129032363736527","0.111485700461704","0.104637556819536","0.0503432082656061","0.0485482002169559","0.0257071534215131","0.004874251055891","0.00562561452342219","0.00462027486038328","0.00290764377954262"
"93","Buddy Boshers","0.138218066283297","0.0875135993224546","0.117760795181955","0.111348272956413","0.12542735626042","0.0914377326567501","0.0947063726554586","0.0925884085441844","0.0482286864575173","0.0519678902441725","0.0223555361605669","0.0049234539556498","0.00591747462523516","0.00506992075099929","0.00253643394492596"
"94","Burch Smith","0.08033158439705","0.0906955479392921","0.119269475049507","0.123614903616214","0.143361155367421","0.0923665192412257","0.0913558291793548","0.0975073031133626","0.0567625056232733","0.0529376630522274","0.0280325067816267","0.00623964706721306","0.00681806981156256","0.00708133688444386","0.00362595287622472"
"95","Cal Quantrill","0.0338251795857771","0.0510661220472012","0.0733198883189772","0.0748445716457995","0.110897091434473","0.102471386996434","0.106105963452484","0.123663587079969","0.0960842567967477","0.101211961654326","0.0560113846863996","0.0266408098373708","0.0158258707326209","0.0188993063107813","0.0091326194206384"
"96","Caleb Ferguson","0.0778725889261306","0.0690377206975621","0.156707787727951","0.110996719390601","0.135398342539862","0.0877359362905238","0.0986860470734027","0.104929212009614","0.0542114282951647","0.0549980905093864","0.0261020506748391","0.00572745381288283","0.00722677742137384","0.00730091638126737","0.00306892824943816"
