Name,Year,PlatoonScore
Brandon Kintzler,2017,0.104592844
Brandon Maurer,2017,-0.066070863
Brandon McCarthy,2017,-0.142818451
Brandon Morrow,2017,0.223315414
Brandon Workman,2017,-0.030013953
Brent Suter,2017,-0.024045312
Brett Cecil,2017,-0.024373029
Brett Nicholas,2017,-0.756024234
Brian Duensing,2017,0.025340093
Brian Ellington,2017,-0.13948216
Brian Flynn,2017,-0.565387091
Brock Stewart,2017,0.12253689
Brooks Pounders,2017,-0.355176386
Bruce Rondon,2017,-0.217344207
Bryan Mitchell,2017,-0.090552242
Bryan Morris,2017,-0.081833553
Bryan Shaw,2017,0.063365653
Bud Norris,2017,0.022278933
Buddy Baumann,2017,0.028532341
Buddy Boshers,2017,-0.040270552
Caleb Smith,2017,-0.113830722
Cam Bedrosian,2017,0.014846258
Carl Edwards Jr.,2017,0.184141969
Carlos Estevez,2017,-0.04826673
Carlos Ramirez,2017,0.258067614
Carlos Torres,2017,-0.048110072
Carson Fulmer,2017,-0.008919825
Carson Smith,2017,0.038620843
Carter Capps,2017,-0.029017596
Casey Fien,2017,-0.426920078
Casey Lawrence,2017,-0.150881909
Cesar Valdez,2017,-0.149149121
Chad Bell,2017,-0.095762619
Chad Green,2017,0.234544212
Chad Qualls,2017,-0.012393232
Chase Bradford,2017,0.044871803
Chase De Jong,2017,0.097486987
Chase Whitley,2017,0.07903722
Chasen Shreve,2017,0.029729484
Chaz Roe,2017,0.08450666
Chih-Wei Hu,2017,0.125213423
Chris Beck,2017,-0.150160477
Chris Devenski,2017,0.175086414
Chris Flexen,2017,-0.234684386
Chris Gimenez,2017,-0.088673538
Chris Hatcher,2017,0.003015959
Chris Heston,2017,-1.226637052
Chris O'Grady,2017,-0.007969721
Chris Rowley,2017,-0.423326021
Chris Rusin,2017,0.049610812
Chris Smith,2017,0.019974573
Chris Stratton,2017,-0.113278932
Chris Tillman,2017,-0.045239422
Chris Volstad,2017,0.084014832
Chris Young,2017,-0.148900388
Christian Bergman,2017,0.070907427
Christian Bethancourt,2017,-0.505521967
Cody Allen,2017,0.072018258
Cody Martin,2017,-0.317493877
Cody Reed,2017,0.093593919
Corey Knebel,2017,0.146073181
Cory Gearrin,2017,0.048566465
Cory Mazzoni,2017,-0.435426774
Craig Breslow,2017,-0.06958889
Craig Kimbrel,2017,0.208471978
Craig Stammen,2017,0.02657967
Dan Altavilla,2017,-0.018342569
Dan Jennings,2017,0.03124582
Dan Otero,2017,0.030046349
Dan Runzler,2017,-0.343675657
Daniel Coulombe,2017,0.011736959
Daniel Descalso,2017,0.994146244
Daniel Hudson,2017,-0.041542666
Daniel Norris,2017,-0.164867955
Daniel Stumpf,2017,-0.020048638
Daniel Winkler,2017,0.179709663
Daniel Wright,2017,-0.068260984
Danny Barnes,2017,0.073145677
Danny Farquhar,2017,0.085642662
Danny Salazar,2017,0.162312931
Dario Alvarez,2017,-0.103006472
Darren O'Day,2017,0.08597722
David Goforth,2017,0.442647199
David Hernandez,2017,0.095239972
David Holmberg,2017,-0.177026219
David Phelps,2017,0.012974431
David Price,2017,0.401387049
David Robertson,2017,0.209413822
Dayan Diaz,2017,-0.174916834
Deck McGuire,2017,0.389194922
Dellin Betances,2017,0.114468213
Deolis Guerra,2017,0.007616233
Derek Holland,2017,-0.397470549
Derek Law,2017,-0.100307237
Diego Moreno,2017,-0.072647004
Dietrich Enns,2017,-0.318350878
Dillon Gee,2017,0.052105447
Dillon Maples,2017,-0.126148799
Dillon Overton,2017,-0.093121338
Domingo German,2017,0.048948948
Dominic Leone,2017,0.09750984
Donnie Hart,2017,-0.064116459
Doug Fister,2017,0.010139405
Dovydas Neverauskas,2017,-0.015790104
Drew Anderson,2017,-0.504472668
Drew Rucinski,2017,-0.540282448
Drew Steckenrider,2017,0.02950735
Drew Storen,2017,-0.055768487
Drew VerHagen,2017,-0.145489166
Dustin McGowan,2017,-0.025716495
Dylan Covey,2017,-0.250888465
Dylan Floro,2017,-0.240630662
Eddie Butler,2017,0.001451323
Edgar Santana,2017,-0.108298146
Eduardo Paredes,2017,0.005565399
Edubray Ramos,2017,-0.001650317
Edward Mujica,2017,-0.463750731
Edward Paredes,2017,0.03564839
Edwin Diaz,2017,0.077773814
Edwin Jackson,2017,-0.533870729
Emilio Pagan,2017,0.107614831
Enny Romero,2017,-0.022922484
Erasmo Ramirez,2017,0.16403398
Eric O'Flaherty,2017,-0.061165252
Eric Skoglund,2017,-0.1823632
Erick Aybar,2017,0.442647199
Erik Goeddel,2017,-0.107473743
Ernesto Frieri,2017,-0.017412814
Evan Marshall,2017,-0.297600402
Evan Scribner,2017,-0.33153394
Felipe Vazquez,2017,0.209795628
Felix Pena,2017,-0.094624537
Fernando Abad,2017,0.036451391
Fernando Rodney,2017,0.097541356
Fernando Salas,2017,-0.028711069
Francis Martes,2017,-0.052660881
Francisco Liriano,2017,-0.100210738
Francisco Rodriguez,2017,-0.239678034
Frankie Montas,2017,-0.23965912
Gabriel Moya,2017,0.004726552
Gabriel Ynoa,2017,-0.104491601
George Kontos,2017,0.01730889
Giovanny Gallegos,2017,0.000848548
Glen Perkins,2017,-0.235249288
Glenn Sparkman,2017,-1.06128015
Grant Dayton,2017,0.005118742
Greg Holland,2017,0.119658689
Gregory Infante,2017,0.072628686
Hansel Robles,2017,-0.021910673
Heath Hembree,2017,-0.083062141
Hector Neris,2017,0.028452438
Hector Rondon,2017,-0.002276293
Hector Velazquez,2017,0.272486092
Hernan Perez,2017,-0.344011584
Hoby Milner,2017,0.046654171
Hunter Cervenka,2017,-0.111244072
Hunter Strickland,2017,0.001128807
Huston Street,2017,0.256384562
Hyun-Jin Ryu,2017,0.503131782
Ian Krol,2017,-0.085707763
J.D. Davis,2017,0.155793226
J.J. Hoover,2017,-0.114985449
J.P. Howell,2017,-0.169179416
Jace Fry,2017,-0.285642087
Jack Flaherty,2017,0.994146244
Jack Leathersich,2017,-0.086949796
Jackson Stephens,2017,0.266502684
Jacob Barnes,2017,0.048537217
Jacob Rhame,2017,-0.245612163
Jacob Turner,2017,-0.111137821
Jairo Diaz,2017,-0.461965185
Jairo Labourt,2017,0.089522294
Jake Barrett,2017,-0.075900469
Jake Buchanan,2017,-0.194493966
Jake Diekman,2017,0.128296565
Jake Faria,2017,0.258012819
Jake McGee,2017,0.067553623
Jake Petricka,2017,-0.173917105
Jake Thompson,2017,-0.169773557
Jakob Junis,2017,-0.319222546
James Hoyt,2017,-0.024915171
James Pazos,2017,-0.004034065
Jamie Callahan,2017,0.17597697
Jandel Gustave,2017,-0.140594945
Jared Hughes,2017,0.005932494
Jarlin Garcia,2017,0.029373242
Jarred Cosart,2017,-0.525147145
Jason Grilli,2017,-0.16314114
Jason Gurka,2017,-2.390804051
Jason Hursh,2017,-0.028625178
Jason Motte,2017,0.023868244
Jason Wheeler,2017,-0.784725777
Javy Guerra,2017,-0.024960594
Jayson Aquino,2017,-0.685424098
JC Ramirez,2017,-0.119582162
Jean Machi,2017,-0.05104889
Jeanmar Gomez,2017,-0.311170627
Jeff Beliveau,2017,-0.09328287
Jeff Ferrell,2017,-0.211566135
Jeff Hoffman,2017,-0.165688048
Jen-Ho Tseng,2017,0.761996321
Jeremy Jeffress,2017,-0.095001008
Jerry Blevins,2017,0.142044693
Jesen Therrien,2017,-0.181624302
Jesse Chavez,2017,-0.065809321
Jesse Hahn,2017,0.007830742
Jesus Sucre,2017,-0.503581042
Jeurys Familia,2017,0.055540117
Jhan Marinez,2017,-0.083844222
Jim Johnson,2017,-0.014783003
Jimmie Sherfy,2017,0.267295068
Jimmy Yacabonis,2017,-0.0056587
Joakim Soria,2017,0.090990636
Joaquin Benoit,2017,0.009741935
Joe Biagini,2017,0.049927308
Joe Blanton,2017,-0.117789894
Joe Jimenez,2017,-0.196460253
Joe Kelly,2017,0.095427986
Joe Musgrove,2017,0.14071451
Joe Smith,2017,0.103888767
Joely Rodriguez,2017,-0.214971644
John Axford,2017,-0.151321499
John Brebbia,2017,0.079443823
John Curtiss,2017,-0.09669
John Gant,2017,-0.067362306
John Lackey,2017,-0.387642186
Johnny Barbato,2017,-0.09503801
Jon Jay,2017,0.203925459
Jonathan Broxton,2017,-0.211119584
Jonathan Holder,2017,-0.037019087
Jordan Jankowski,2017,-0.585510623
Jordan Lyles,2017,-0.160554593
Jorge de la Rosa,2017,0.014118722
Jorge Lopez,2017,-0.318339299
Jose Alvarado,2017,0.082158627
Jose Alvarez,2017,-0.007168402
Jose Berrios,2017,0.047506869
Jose De Leon,2017,-0.679591439
Jose Leclerc,2017,0.061488112
Jose Ramirez,2017,0.033621424
Jose Ruiz,2017,0.442647199
Jose Torres,2017,-0.015723844
Jose Urena,2017,0.011378902
Jose Valdez,2017,-0.211797347
Josh Collmenter,2017,-0.269376417
Josh Edgin,2017,-0.093928898
Josh Fields,2017,0.07759007
Josh Hader,2017,0.118295827
Josh Lindblom,2017,-0.10796818
Josh Lucas,2017,-0.183023018
Josh Osich,2017,-0.11848157
Josh Ravin,2017,-0.045486998
Josh Smith,2017,-0.055852571
Josh Smoker,2017,-0.12581181
Juan Minaya,2017,-0.039146813
Juan Nicasio,2017,0.108795989
Jumbo Diaz,2017,-0.059938628
Junichi Tazawa,2017,-0.010307373
Junior Guerra,2017,0.103918785
Justin Grimm,2017,-0.033704741
Justin Haley,2017,-0.123362435
Justin Nicolino,2017,-0.111868439
Justin Wilson,2017,0.068776436
Kelvin Herrera,2017,-0.048229632
Ken Giles,2017,0.124908588
Kenley Jansen,2017,0.182397023
Kenta Maeda,2017,0.070314408
Keone Kela,2017,0.177212169
Keury Mella,2017,-0.049236335
Kevin McCarthy,2017,0.000526851
Kevin McGowan,2017,-0.033574081
Kevin Plawecki,2017,-0.615100214
Kevin Quackenbush,2017,-0.108493656
Kevin Shackelford,2017,-0.049768584
Kevin Siegrist,2017,-0.082893616
Keynan Middleton,2017,-0.028926155
Kirby Yates,2017,0.019513153
Koda Glover,2017,0.05778513
Koji Uehara,2017,0.046113761
Kyle Barraclough,2017,0.085856324
Kyle Crick,2017,0.095665544
Kyle Crockett,2017,-0.342112119
Kyle Freeland,2017,0.049616172
Kyle Martin,2017,-0.140781784
Kyle McGrath,2017,0.122625013
Kyle Ryan,2017,-0.292407026
Leonel Campos,2017,-0.023954965
Leonys Martin,2017,-1.711186487
Liam Hendriks,2017,0.049418161
Lisalverto Bonilla,2017,-0.17639833
Logan Verrett,2017,-0.119967982
Lucas Harrell,2017,-0.327304279
Luis Avilan,2017,0.022292786
Luis Cessa,2017,-0.022163488
Luis Garcia,2017,0.087358734
Luis Santos,2017,-0.005981315
Luke Farrell,2017,0.116796974
Luke Gregerson,2017,-0.033844327
Luke Jackson,2017,-0.000538355
Luke Sims,2017,0.123756395
Luke Weaver,2017,0.052536246
Marc Rzepczynski,2017,-0.005350444
Marco Gonzales,2017,0.138598906
Mark Leiter,2017,0.057378815
Mark Melancon,2017,-0.023543539
Matt Albers,2017,0.158676887
Matt Andriese,2017,0.374095721
Matt Barnes,2017,0.045625434
Matt Belisle,2017,0.06614986
Matt Bowman,2017,0.06097803
Matt Boyd,2017,-0.13688659
Matt Bush,2017,-0.031421192
Matt Cain,2017,-0.34317418
Matt Dermody,2017,-0.00147974
Matt Garza,2017,0.42638297
Matt Grace,2017,0.013546652
Matt Harvey,2017,-0.374160267
Matt Moore,2017,0.782222505
Matt Strahm,2017,-0.022642727
Matt Wisler,2017,-0.212374288
Max Fried,2017,-0.073468265
Max Povse,2017,-0.313600842
Michael Blazek,2017,0.24558883
Michael Brady,2017,-0.132935853
Michael Feliz,2017,-0.091176504
Michael Lorenzen,2017,0.017183671
Michael Martinez,2017,-0.301645074
Michael Tonkin,2017,-0.145101189
Michael Ynoa,2017,-0.121271993
Miguel Almonte,2017,-1.065844082
Miguel Castro,2017,0.051527545
Miguel Diaz,2017,-0.190060233
Miguel Montero,2017,0.12361611
Miguel Socolovich,2017,-0.230556142
Mike Bolsinger,2017,-0.292134845
Mike Clevinger,2017,-0.166165247
Mike Dunn,2017,-0.045117574
Mike Fiers,2017,-0.328314754
Mike Foltynewicz,2017,-0.163011961
Mike Freeman,2017,-0.16418334
Mike Hauschild,2017,-0.536446717
Mike Mayers,2017,-0.524482433
Mike Minor,2017,0.12654691
Mike Montgomery,2017,0.07298902
Mike Morin,2017,-0.178614188
Mike Pelfrey,2017,-0.036845135
Mike Wright,2017,-0.084496092
Mychal Givens,2017,0.083199239
Myles Jaye,2017,-0.099573468
Nate Jones,2017,0.128438679
Nathan Karns,2017,-0.561642686
Neftali Feliz,2017,-0.047358621
Neil Ramirez,2017,-0.069300442
Nick Gardewine,2017,-0.140580988
Nick Goody,2017,0.075396403
Nick Martinez,2017,-0.359936363
Nick Vincent,2017,0.084098054
Nick Wittgren,2017,-0.056732114
Nik Turley,2017,-0.108945554
Noe Ramirez,2017,0.333484471
Nori Aoki,2017,-0.121157645
Odrisamer Despaigne,2017,-0.066545445
Oliver Drake,2017,0.003702045
Oliver Perez,2017,-0.030546654
Onelki Garcia,2017,-0.830956589
Paolo Espino,2017,-0.115472964
Parker Bridwell,2017,-0.238382316
Pat Neshek,2017,0.157824351
Patrick Corbin,2017,0.054229157
Paul Sewald,2017,0.011330967
Pedro Baez,2017,0.007807571
Pedro Beato,2017,0.66258712
Pedro Strop,2017,0.083568425
Peter Moylan,2017,0.210992416
Phil Hughes,2017,-0.331702451
Phil Maton,2017,-0.051265567
Pierce Johnson,2017,-0.055896984
Preston Claiborne,2017,-0.640556161
Rafael Montero,2017,-0.164318838
Raisel Iglesias,2017,0.085787811
Randall Delgado,2017,0.049447748
Randy Rosario,2017,-0.540757378
Raul Alcantara,2017,-0.084783688
Rex Brothers,2017,-0.021687075
Reyes Moronta,2017,0.069990422
Reymin Guduan,2017,-0.146818812
Ricardo Pinto,2017,-0.184197675
Ricardo Rodriguez,2017,-0.162902916
Richard Bleier,2017,0.032606173
Richard Rodriguez,2017,-0.730430587
Rob Scahill,2017,-0.042793906
Rob Whalen,2017,0.66258712
Rob Zastryzny,2017,-0.338762936
Robbie Ross Jr.,2017,-0.133834121
Robby Scott,2017,0.091138628
Robert Gsellman,2017,-0.043152706
Robert Stephenson,2017,-0.201341196
Roberto Gomez,2017,-0.178340805
Roberto Osuna,2017,0.181173681
Ronald Herrera,2017,-0.002918358
Rookie Davis,2017,-0.684743662
Ross Stripling,2017,0.047609058
Rubby de la Rosa,2017,-0.098560552
Ryan Buchter,2017,0.064316214
Ryan Dull,2017,-0.003638519
Ryan Garton,2017,0.036163659
Ryan Madson,2017,0.201958077
Ryan Merritt,2017,-0.269105956
Ryan Pressly,2017,0.028604905
Ryan Sherriff,2017,0.107566205
Ryan Tepera,2017,0.060881068
Ryne Stanek,2017,-0.159428095
Sam Dyson,2017,-0.107405605
Sam Freeman,2017,0.089024349
Sam Gaviglio,2017,-0.225790668
Sam Moll,2017,-0.559612304
Sammy Solis,2017,0.005869763
Samuel Tuivailala,2017,0.0880819
Sandy Alcantara,2017,-0.123933201
Santiago Casilla,2017,-0.028486835
Scooter Gennett,2017,-0.675976402
Scott Alexander,2017,0.061671056
Scott Oberg,2017,-0.064272243
Sean Doolittle,2017,0.247830016
Sean Gilmartin,2017,-0.607686427
Sergio Romo,2017,0.070167727
Seth Frankoff,2017,-0.418267792
Seth Lugo,2017,0.026981521
Seth Maness,2017,-0.224577987
Seunghwan Oh,2017,-0.047523272
Shae Simmons,2017,0.142791992
Shane Carle,2017,-0.086435589
Shane Greene,2017,0.053968122
Shawn Armstrong,2017,-0.014768512
Shawn Kelley,2017,-0.138139937
Silvino Bracho,2017,0.008560481
Simon Castro,2017,-0.007038667
Stefan Crichton,2017,-0.335732028
Steve Cishek,2017,0.197700517
Steven Brault,2017,-0.059537311
Steven Okert,2017,-0.066349407
T.J. House,2017,-0.076406972
T.J. McFarland,2017,0.021231735
Tanner Roark,2017,-0.166088926
Tanner Scheppers,2017,-0.136946144
Tanner Scott,2017,-0.293791665
Taylor Cole,2017,-0.767519293
Taylor Jungmann,2017,-1.361351942
Taylor Rogers,2017,0.03069271
Taylor Williams,2017,-0.00144328
Thyago Vieira,2017,0.662321557
Tim Adleman,2017,-0.122533219
Tim Mayza,2017,-0.054320852
Tim Melville,2017,-0.199700445
Tom Koehler,2017,-0.012385943
Tom Wilhelmsen,2017,-0.040182804
Tommy Hunter,2017,0.122479777
Tommy Kahnle,2017,0.08657947
Tommy Layne,2017,-0.122885137
Tommy Milone,2017,-0.198722955
Tony Barnette,2017,-0.060178161
Tony Cingrani,2017,-0.066640389
Tony Sipp,2017,-0.098489593
Tony Watson,2017,-0.023189516
Tony Zych,2017,0.076286029
Travis Wood,2017,-0.118895471
Trevor Bauer,2017,-0.706765977
Trevor Cahill,2017,-0.305044207
Trevor Gott,2017,-0.556126266
Trevor Hildenberger,2017,0.063332064
Trevor Rosenthal,2017,0.117697724
Trevor Williams,2017,0.053903758
Troy Scribner,2017,0.008509249
Ty Blach,2017,0.064816995
Tyler Anderson,2017,0.621066644
Tyler Chatwood,2017,0.02568632
Tyler Clippard,2017,0.015362841
Tyler Cloyd,2017,-0.10124883
Tyler Duffey,2017,0.014068292
Tyler Glasnow,2017,-0.130264549
Tyler Lyons,2017,0.076096243
Tyler Olson,2017,0.184444551
Tyler Pill,2017,-0.04223751
Tyler Webb,2017,-0.146454303
Tyler White,2017,-0.494891853
Tyler Wilson,2017,-0.289801313
Tyson Ross,2017,-0.357067327
Ubaldo Jimenez,2017,0.087750816
Vance Worley,2017,-0.149728787
Victor Alcantara,2017,-0.270976005
Victor Arano,2017,0.246068186
Vidal Nuno,2017,-0.351303456
Wade Davis,2017,0.109818979
Wade LeBlanc,2017,0.011170787
Walker Buehler,2017,-0.124173988
Wandy Peralta,2017,0.024852565
Warwick Saupold,2017,-0.049950875
Wei-Chung Wang,2017,-1.414220675
Wei-Yin Chen,2017,0.385169061
Will Harris,2017,0.100917435
Wilmer Font,2017,-0.489766041
Wily Peralta,2017,-0.282715873
Xavier Cedeno,2017,-0.574413323
Yacksel Rios,2017,-0.071198284
Yohander Mendez,2017,-0.098183019
Yovani Gallardo,2017,0.192219999
Yusmeiro Petit,2017,0.122456029
Zac Curtis,2017,0.015845024
Zac Reininger,2017,-0.20326384
Zac Rosscup,2017,0.127410761
Zack Britton,2017,0.020929557
Zach Duke,2017,0.034082405
Zach Lee,2017,-0.422994858
Zach McAllister,2017,0.015020931
Zach Neal,2017,-0.095048538
Zach Putnam,2017,0.379771652
Zack Godley,2017,0.993216773
Bartolo Colon,2018,-0.204567263
Fernando Rodney,2018,0.040564163
Rhiner Cruz,2018,-0.012100663
Tommy Hunter,2018,-0.001459992
Andrew Romine,2018,-0.610740614
Matt Bush,2018,-0.108884356
Adam Ottavino,2018,0.161683939
Blake Wood,2018,0.04412617
Jon Edwards,2018,0.031636299
Jose Reyes,2018,-1.254137102
Matt Belisle,2018,-0.158873606
Ryan Madson,2018,-0.033815215
Blaine Boyer,2018,-0.271574344
Hector Rondon,2018,0.03069347
Lance Lynn,2018,0.045670061
Brandon Guyer,2018,0.670599284
Santiago Casilla,2018,0.123505963
Zach McAllister,2018,-0.125580078
Josh Ravin,2018,-0.022052177
Kenley Jansen,2018,0.098292834
Will Harris,2018,0.093082385
Joe Smith,2018,0.072526723
Anibal Sanchez,2018,0.311404476
Charlie Culberson,2018,-0.257250196
Chris Hatcher,2018,-0.117404503
Darren O'Day,2018,0.014221831
Liam Hendriks,2018,-0.166287846
Tony Barnette,2018,0.113460224
Jim Johnson,2018,-0.026855616
Matt Magill,2018,-0.072201064
Allen Webster,2018,-0.149962708
Yusmeiro Petit,2018,0.091867298
Pedro Strop,2018,0.137300259
Junichi Tazawa,2018,-0.160265018
Luke Gregerson,2018,-0.072195796
David Hernandez,2018,0.075124454
Mark Melancon,2018,-0.045291087
Matt Albers,2018,-0.177772879
Tyler Chatwood,2018,-0.134984139
Erik Kratz,2018,0.065436634
Jason Hammel,2018,-0.070706133
Pat Neshek,2018,0.07101647
Nate Jones,2018,-0.018420863
Felix Hernandez,2018,-0.011911656
Brandon Maurer,2018,-0.245229028
Peter Moylan,2018,-0.14963814
Fernando Salas,2018,0.01311811
Josh Fields,2018,0.131546446
Jeurys Familia,2018,0.074070123
Blake Parker,2018,-0.018552086
Wilmer Font,2018,-0.286194107
Brad Peacock,2018,0.001987026
Jake Smolinski,2018,-1.407268688
Pablo Sandoval,2018,0.987897479
Pedro Baez,2018,0.060005173
Jesse Chavez,2018,0.073345599
Arodys Vizcaino,2018,0.042899962
Ryan Brasier,2018,0.180681304
Tyler Clippard,2018,0.04577103
Junior Guerra,2018,0.469104555
Hernan Perez,2018,-0.49860925
Bruce Rondon,2018,-0.124855291
Jhan Marinez,2018,-0.268558902
Randall Delgado,2018,-0.046067433
Kelvin Herrera,2018,0.032128996
Dellin Betances,2018,0.108026492
Trevor Cahill,2018,0.324711195
Trevor May,2018,0.145215267
Kevin Jepsen,2018,-0.187199953
Steve Cishek,2018,0.104040727
Robert Stock,2018,0.067827532
Brad Brach,2018,-0.039731993
Carlos Carrasco,2018,0.046634034
Chase d'Arnaud,2018,0.174225365
Craig Kimbrel,2018,0.110773443
Alex Colome,2018,0.08257238
Miguel Socolovich,2018,-0.150811681
Joakim Soria,2018,0.07801906
Luis Garcia,2018,-0.042389537
Ryan Pressly,2018,0.097235314
Pat Venditte,2018,-0.041520079
Daniel Hudson,2018,0.043118658
Greg Holland,2018,0.009094127
Matt Davidson,2018,0.288214798
Craig Stammen,2018,0.112826126
Brad Ziegler,2018,0.012040651
Preston Guilmet,2018,-0.49286212
Chris Gimenez,2018,-1.464006932
Dan Otero,2018,-0.075864185
Javy Guerra,2018,-0.083447907
Wade Davis,2018,0.119251846
Phil Hughes,2018,-0.16933503
Anthony Swarzak,2018,-0.123727553
Alex Avila,2018,0.415121234
Collin McHugh,2018,0.120760135
Nick Vincent,2018,0.063581322
Jordan Lyles,2018,0.087746637
Carlos Torres,2018,-0.134363363
Neil Ramirez,2018,-0.042892624
Juan Nicasio,2018,-0.063386161
Wily Peralta,2018,0.00560418
Mike Fiers,2018,-0.472810071
Shawn Kelley,2018,0.11432554
Hunter Strickland,2018,0.015182172
Tyson Ross,2018,0.026092639
Cory Gearrin,2018,-0.022126444
Anthony Bass,2018,-0.017187626
Marcus Walden,2018,0.045316228
Bryan Shaw,2018,-0.126357276
Yovani Gallardo,2018,-0.713980333
Steven Wright,2018,0.090043956
David Robertson,2018,0.110022123
AJ Ramos,2018,-0.062254285
Pedro Florimon,2018,0.253483453
Daniel Descalso,2018,-0.30576083
Danny Farquhar,2018,-0.222298164
Tyler Cloyd,2018,-0.224911773
Justin Miller,2018,0.016328774
Kendrys Morales,2018,0.314511574
Oliver Drake,2018,-0.042627343
Ryan Cook,2018,-0.058175845
Adam Warren,2018,0.018385226
Jeanmar Gomez,2018,-0.06441954
J.J. Hoover,2018,-0.605666057
John Axford,2018,-0.0276934
Kirby Yates,2018,0.136758508
Gregory Infante,2018,-0.2602821
Nathan Eovaldi,2018,0.013290918
Casey Kelly,2018,0.058390251
Alex Wilson,2018,0.058763816
Daniel Corcino,2018,0.089291397
Rob Scahill,2018,-0.064974639
Jared Hughes,2018,0.127061743
Brandon Morrow,2018,0.156772008
Josh Tomlin,2018,-0.106409565
George Kontos,2018,-0.051885274
Jeremy Jeffress,2018,0.165192555
Bud Norris,2018,0.080851012
Austin Bibens-Dirkx,2018,-0.46769215
Louis Coleman,2018,0.007077877
David Hale,2018,-0.186519599
Joe Kelly,2018,0.044529488
Murphy Smith,2018,-0.158078011
Sergio Romo,2018,-0.002371369
Chaz Roe,2018,0.095335972
Chris Volstad,2018,-0.190724011
Brandon Kintzler,2018,-0.048590751
Brad Boxberger,2018,-0.011505597
Ryan Weber,2018,0.087094697
Jose Ramirez,2018,-0.207280325
Jacob Turner,2018,-0.389902051
Alexi Ogando,2018,-0.32340067
Francisco Arcia,2018,-0.398433388
Ryan Tepera,2018,-0.012991419
Juan Minaya,2018,0.0288919
Brooks Pounders,2018,-0.229219996
Mychal Givens,2018,0.080437005
Jake Petricka,2018,-0.143529121
Addison Reed,2018,-0.100084383
Chad Bettis,2018,-0.063478904
Tyler Thornburg,2018,-0.128828811
Scott Copeland,2018,0.211209982
Drew Hutchison,2018,-0.125289398
Shane Greene,2018,-0.025792988
Jedd Gyorko,2018,-0.805453251
Christian Bergman,2018,-0.21113533
Greg Garcia,2018,-0.203323194
Kevin Shackelford,2018,-0.159191901
Casey Lawrence,2018,-0.134458952
Casey Sadler,2018,-0.500549708
Bryan Holaday,2018,-0.508679034
Zach Neal,2018,-0.288606743
Brandon Cumpton,2018,-0.455154658
Tommy Kahnle,2018,-0.035064223
Danny Barnes,2018,-0.124043465
Brandon Workman,2018,0.018428392
Johnny Barbato,2018,-0.476193995
A.J. Cole,2018,-0.11581218
Bryan Mitchell,2018,-0.249041105
Parker Bridwell,2018,-0.409858273
Deck McGuire,2018,-0.033145314
Dovydas Neverauskas,2018,-0.213761062
Heath Hembree,2018,0.010327833
Carlos Martinez,2018,0.130700414
Josh Lucas,2018,-0.058149772
Tayron Guerrero,2018,-0.0884523
Nick Kingham,2018,-0.070333568
Sam Dyson,2018,0.059120132
Erik Goeddel,2018,0.109779718
Matt Harvey,2018,-0.370654368
Justin Grimm,2018,-0.153493106
Carlos Ramirez,2018,0.105449371
Luke Jackson,2018,-0.012089493
Hansel Robles,2018,-0.045364569
Hector Neris,2018,-0.072880927
Chris Martin,2018,0.009726181
Jason Adam,2018,-0.103497046
Michael Feliz,2018,-0.038360604
Taylor Cole,2018,0.28088819
Matt Andriese,2018,-0.046191475
Yimi Garcia,2018,-0.164502777
Cody Allen,2018,-0.024881993
Akeel Morris,2018,-0.203432516
Dan Winkler,2018,0.046773218
Cory Spangenberg,2018,-0.393980115
Evan Marshall,2018,-0.147867398
Chris Bassitt,2018,0.20138974
Justin Hancock,2018,0.131195079
Jacob Barnes,2018,-0.010755479
Kevin Quackenbush,2018,-0.285649725
Tommy La Stella,2018,-0.866979531
Seth Lugo,2018,0.159759731
Chasen Bradford,2018,-0.035697319
Drew Rucinski,2018,0.027047325
Cory Mazzoni,2018,0.139463263
Drew Gagnon,2018,-0.001363281
Blake Treinen,2018,0.257863771
D.J. Johnson,2018,0.103406275
Mike Wright,2018,-0.086715273
Jerad Eickhoff,2018,-0.261865721
Trevor Bauer,2018,0.602556966
Adrian Houser,2018,0.02239418
Chris Devenski,2018,0.02161032
Sonny Gray,2018,-0.02838241
John Brebbia,2018,0.049551418
Sam Gaviglio,2018,0.234289045
Burch Smith,2018,-0.098607387
Noe Ramirez,2018,-0.008205338
Matt Wisler,2018,-0.057571952
Andrew Kittredge,2018,-0.200135532
Shawn Armstrong,2018,0.155332075
Matt Barnes,2018,0.067606715
Ken Giles,2018,0.0295151
Archie Bradley,2018,0.06060018
Roberto Gomez,2018,-0.229078736
Colten Brewer,2018,-0.160420075
Derek Law,2018,-0.054610693
Carson Smith,2018,-0.014738725
Kyle Crick,2018,0.104050695
Joe Biagini,2018,-0.157175751
Warwick Saupold,2018,-0.128158396
Ross Stripling,2018,0.110142078
Jake Barrett,2018,-0.083682671
William Cuevas,2018,-0.185607046
Luis Cessa,2018,0.053988657
Cam Bedrosian,2018,-0.023455559
Dylan Floro,2018,0.080478675
Felix Pena,2018,-0.452861755
Chris Beck,2018,-0.127149439
Matt Koch,2018,0.341129562
Drew VerHagen,2018,0.103613085
Pierce Johnson,2018,-0.007041396
Mike Morin,2018,-0.157756448
Eddie Butler,2018,-0.099434685
Lucas Sims,2018,-0.094810142
Connor Sadzeck,2018,-0.015635212
Sam Tuivailala,2018,-0.042534796
Matt Bowman,2018,-0.127144161
Roman Quinn,2018,-0.728314967
