Name,Year,PlatoonScore
Pat Venditte,2015,-0.006522401
Pedro Baez,2015,0.020129599
Pedro Strop,2015,0.131316668
Pedro Villarreal,2015,-0.059536945
Peter Moylan,2015,0.602854818
Phil Coke,2015,-0.125184306
Phil Hughes,2015,0.076387609
Phil Klein,2015,-0.139536461
Preston Guilmet,2015,-0.123790669
R.J. Alvarez,2015,-0.278972353
Radhames Liz,2015,-0.117087336
Rafael Betancourt,2015,-0.026953365
Rafael Martin,2015,-0.11513627
Rafael Montero,2015,-0.025495343
Rafael Soriano,2015,-0.412406127
Raisel Iglesias,2015,-0.419928254
Randall Delgado,2015,0.032752056
Randy Choate,2015,-0.115377375
Randy Wolf,2015,-0.419977032
Raudel Lazo,2015,-0.025175234
Rex Brothers,2015,-0.039145731
Ricky Nolasco,2015,-1.08157672
Rob Rasmussen,2015,-0.229524181
Rob Scahill,2015,-0.026996203
Rob Wooten,2015,-0.166823717
Robbie Ross Jr.,2015,-0.015371124
Roberto Hernandez,2015,0.147310599
Roberto Osuna,2015,0.102897895
Roenis Elias,2015,0.354727375
Roman Mendez,2015,-0.155827409
Ronald Belisario,2015,-0.01317851
Ross Detwiler,2015,-0.221804096
Ross Ohlendorf,2015,-0.058164031
Ryan Cook,2015,-0.449272469
Ryan Dull,2015,-0.012921351
Ryan Kelly,2015,-0.210199819
Ryan Madson,2015,0.119891012
Ryan Mattheus,2015,-0.051178091
Ryan O'Rourke,2015,0.036030697
Ryan Pressly,2015,0.035499325
Ryan Tepera,2015,0.045046211
Ryan Vogelsong,2015,-0.17932709
Ryan Webb,2015,0.035961245
Sam Dyson,2015,0.073697942
Sam Freeman,2015,-0.058189094
Sam LeCure,2015,0.037835802
Sammy Solis,2015,0.010207123
Samuel Deduno,2015,-0.051907932
Samuel Tuivailala,2015,-0.025191902
Santiago Casilla,2015,-0.015434382
Scott Alexander,2015,0.078961146
Scott Atchison,2015,-0.149903631
Scott Carroll,2015,-0.032197036
Scott Copeland,2015,-0.58122385
Scott McGough,2015,-0.218113893
Scott Oberg,2015,-0.126402845
Sean Doolittle,2015,0.131096146
Sean Gilmartin,2015,0.05364189
Sergio Romo,2015,0.076998496
Sergio Santos,2015,-0.058125485
Seth Maness,2015,-0.069842282
Seth Rosin,2015,-0.78137833
Shane Greene,2015,-0.075879492
Shane Robinson,2015,0.298576549
Shaun Marcum,2015,0.016551197
Shawn Armstrong,2015,0.145472758
Shawn Kelley,2015,0.097721295
Shawn Tolleson,2015,0.036743457
Silvino Bracho,2015,0.008082919
Simon Castro,2015,-0.058150142
Spencer Patton,2015,-0.1524562
Steve Cishek,2015,-0.023129043
Steve Delabar,2015,-0.070587327
Steve Geltz,2015,0.071582577
Steve Johnson,2015,-0.356888117
Steven Wright,2015,-0.049009949
Stolmy Pimentel,2015,0.066741037
Sugar Marimon,2015,-0.1739302
T.J. McFarland,2015,-0.063203
Tanner Roark,2015,-0.029155575
Tanner Scheppers,2015,-0.052814723
Taylor Hill,2015,-0.193221038
Taylor Jordan,2015,0.057160744
Tim Hudson,2015,-0.110255036
Tim Stauffer,2015,-0.323614095
Todd Redmond,2015,-0.078725031
Tom Gorzelanny,2015,-0.122238876
Tom Koehler,2015,0.273046398
Tom Wilhelmsen,2015,-0.017986029
Tommy Hunter,2015,-0.003059589
Tommy Kahnle,2015,-0.083351718
Tommy Layne,2015,0.040365045
Tommy Milone,2015,0.67647309
Tony Cingrani,2015,-0.051845471
Tony Sipp,2015,0.07158766
Tony Watson,2015,0.197220892
Tony Zych,2015,0.048347598
Travis Wood,2015,0.093422456
Trevor Cahill,2015,0.00220717
Trevor Gott,2015,0.047631449
Trevor May,2015,0.003966604
Trevor Rosenthal,2015,0.073426201
Tsuyoshi Wada,2015,-0.152623244
Tyler Clippard,2015,0.128047116
Tyler Cravy,2015,-0.0358219
Tyler Lyons,2015,0.066945407
Tyler Olson,2015,-0.233040614
Tyler Thornburg,2015,-0.015552195
Tyler Wilson,2015,0.06089955
Vance Worley,2015,0.06057615
Vidal Nuno,2015,0.099074421
Vin Mazzaro,2015,-0.110200426
Vince Velasquez,2015,-0.016520191
Vinnie Pestano,2015,-0.195427678
Wade Davis,2015,0.245098068
Wandy Rodriguez,2015,-1.248232482
Wesley Wright,2015,0.089751728
Will Harris,2015,0.157490332
Will Smith,2015,0.024332729
Williams Perez,2015,-0.389464929
Xavier Cedeno,2015,0.097577593
Yhonathan Barrios,2015,0.358460897
Yimi Garcia,2015,0.123495214
Yoervis Medina,2015,-0.104028058
Yohan Flande,2015,0.046162956
Yohan Pino,2015,0.188732816
Yusmeiro Petit,2015,-0.019257992
Zac Rosscup,2015,-0.11093399
Zack Britton,2015,0.147140842
Zach Duke,2015,-0.012054067
Zach McAllister,2015,0.062083538
Zach Putnam,2015,-0.017915873
Zack Godley,2015,0.062384282
A.J. Achter,2016,-0.10532115
A.J. Morris,2016,-0.045298774
AJ Ramos,2016,0.099919152
A.J. Schugel,2016,0.132759987
Aaron Loup,2016,-0.10403453
Abel De Los Santos,2016,-0.333872203
Adam Liberatore,2016,0.110044789
Adam Loewen,2016,-0.137903551
Adam Morgan,2016,-0.084024457
Adam Ottavino,2016,0.112970831
Adam Plutko,2016,-0.22548224
Adam Warren,2016,-0.028762567
Addison Reed,2016,0.163598167
Al Alburquerque,2016,-0.104082039
Albert Suarez,2016,-0.099313678
Alec Mills,2016,-0.170630043
Alex Claudio,2016,0.050226865
Alex Colome,2016,0.122038308
Alex Reyes,2016,0.16224573
Alex Wilson,2016,0.034250336
Alex Wimmers,2016,-0.030114189
Alex Wood,2016,0.540467072
Alexi Ogando,2016,-0.050130529
Alfredo Simon,2016,-0.380910316
Andrew Albers,2016,-0.210974213
Andrew Bailey,2016,-0.030905402
Andrew Chafin,2016,0.009912471
Andrew Faulkner,2016,-0.151674076
Andrew Miller,2016,0.252991081
Andrew Triggs,2016,-0.09578121
Anibal Sanchez,2016,-0.06690258
Anthony Ranaudo,2016,-0.103417837
Anthony Swarzak,2016,-0.092476687
Antonio Bastardo,2016,-0.026475832
Ariel Miranda,2016,-0.672261774
Ariel Pena,2016,-1.255036878
Arnold Leon,2016,-0.261481875
Arodys Vizcaino,2016,0.031757664
Aroldis Chapman,2016,0.359815098
Arquimedes Caminero,2016,-0.099449108
Ashur Tolliver,2016,-0.095469212
Austin Adams,2016,-0.291378775
Austin Brice,2016,0.114072284
Bartolo Colon,2016,0.296534133
Ben Heller,2016,-0.19038182
Ben Rowen,2016,-0.587938291
Blaine Boyer,2016,-0.037967439
Blaine Hardy,2016,0.004385087
Blake Parker,2016,-0.009501591
Blake Smith,2016,-0.170396179
Blake Treinen,2016,0.057017195
Blake Wood,2016,-0.023246123
Bo Schultz,2016,-0.035794785
Bobby Parnell,2016,-0.161599351
Boone Logan,2016,0.199534828
Brad Boxberger,2016,-0.035356937
Brad Brach,2016,0.07841246
Brad Hand,2016,0.113934338
Brad Peacock,2016,0.070876454
Brad Ziegler,2016,0.035362755
Braden Shipley,2016,-0.265291693
Brady Rodgers,2016,-0.645901028
Branden Pinder,2016,-0.487891837
Brandon Cunniff,2016,-0.032263362
Brandon Kintzler,2016,0.017216162
Brandon Maurer,2016,0.053343891
Brandon Morrow,2016,-0.035714804
Brent Suter,2016,0.171097452
Brett Cecil,2016,-0.020823416
Brett Oberholtzer,2016,-0.137191643
Brian Duensing,2016,0.026158214
Brian Ellington,2016,0.024324517
Brian Flynn,2016,0.106481173
Brian Matusz,2016,-0.48057413
Brock Stewart,2016,0.096847713
Brooks Pounders,2016,-0.277382652
Bruce Rondon,2016,0.173083846
Bryan Holaday,2016,0.652509553
Bryan Morris,2016,-0.085421298
Bryan Shaw,2016,0.017797988
Buck Farmer,2016,-0.080098909
Bud Norris,2016,-0.078177069
Buddy Baumann,2016,0.144923207
Buddy Boshers,2016,0.063698832
Caleb Cotham,2016,-0.133074269
Cam Bedrosian,2016,0.13175675
Carl Edwards Jr.,2016,0.216646321
Carlos Estevez,2016,0.005379717
Carlos Frias,2016,0.222582831
Carlos Torres,2016,0.05431006
Carlos Villanueva,2016,-0.115988034
Carson Fulmer,2016,-0.135043109
Carson Smith,2016,0.17811617
Casey Fien,2016,-0.143228729
Casey Kelly,2016,-0.058233641
Cesar Ramos,2016,-0.235693598
Chad Girodo,2016,-0.047326875
Chad Green,2016,0.226498689
Chad Qualls,2016,-0.11247269
Chase Anderson,2016,-1.078971133
Chase Whitley,2016,0.403777061
Chasen Shreve,2016,-0.086759252
Chaz Roe,2016,-0.012825399
Chien-Ming Wang,2016,-0.052890952
Chris Beck,2016,-0.143623702
Chris Capuano,2016,-0.138241241
Chris Devenski,2016,0.14818036
Chris Gimenez,2016,-0.230712015
Chris Hatcher,2016,-0.052230976
Chris Heston,2016,-0.285543044
Chris Narveson,2016,-0.152540841
Chris Rusin,2016,0.106895559
Chris Smith,2016,0.124828656
Chris Stratton,2016,-0.035454243
Chris Withrow,2016,0.052527804
Chris Young,2016,-0.044963066
Christian Bergman,2016,-0.290276585
Christian Bethancourt,2016,-0.260084296
Christian Friedrich,2016,-0.04882289
Clay Buchholz,2016,0.098569276
Clayton Richard,2016,-0.176405246
Cody Allen,2016,0.097033437
Cody Anderson,2016,-0.032739956
Cody Ege,2016,-0.127180073
Cody Hall,2016,0.008227978
Cody Martin,2016,0.016500948
Colin Rea,2016,-0.193993255
Colton Murray,2016,-0.095716216
Conor Mullee,2016,0.118911629
Corey Knebel,2016,0.075190465
Cory Gearrin,2016,0.073918321
Cory Luebke,2016,-0.390206892
Cory Rasmus,2016,0.026811782
Craig Breslow,2016,-0.151575197
Craig Kimbrel,2016,0.12032319
Dalier Hinojosa,2016,0.059446437
Damien Magnifico,2016,0.094988641
Dan Altavilla,2016,0.135927636
Dan Jennings,2016,0.014289091
Dan Otero,2016,0.169243679
Dan Straily,2016,0.163403948
Dana Eveland,2016,-0.20990045
Daniel Coulombe,2016,0.078037713
Daniel Hudson,2016,-0.035447677
Daniel Stumpf,2016,-0.306444671
Daniel Webb,2016,-0.215542919
Daniel Winkler,2016,0.459727339
Daniel Wright,2016,-0.584727253
Danny Barnes,2016,0.015376462
Danny Duffy,2016,0.042530431
Danny Farquhar,2016,-0.064288982
Dario Alvarez,2016,-0.052643241
Darren O'Day,2016,0.007203859
Darwin Barney,2016,-1.363597909
David Goforth,2016,-0.242611269
David Hernandez,2016,-0.059215283
David Paulino,2016,0.399745424
David Phelps,2016,0.09659856
David Robertson,2016,0.047464672
David Rollins,2016,-0.196328968
Dayan Diaz,2016,-0.388826832
Dean Kiekhefer,2016,0.015604313
Dellin Betances,2016,0.095941391
Deolis Guerra,2016,0.084164791
Derek Holland,2016,0.304112233
Derek Law,2016,0.126809364
Dillon Gee,2016,-0.00710805
Dillon Overton,2016,-0.64875354
Dominic Leone,2016,-0.297265366
Donn Roach,2016,-0.153519861
Donnie Hart,2016,0.300509698
Drew Butera,2016,0.061305573
Drew Hayes,2016,-0.367048796
Drew Hutchison,2016,-0.185526944
Drew Pomeranz,2016,0.614084136
Drew Storen,2016,-0.064271235
Drew VerHagen,2016,-0.204020304
Dustin McGowan,2016,0.046640185
Dustin Molleken,2016,-0.087978599
Dylan Bundy,2016,-0.038649335
Dylan Floro,2016,-0.079245754
Eddie Butler,2016,-0.174565412
Eddie Gamboa,2016,0.069104538
Eduardo Escobar,2016,0.173318003
Edubray Ramos,2016,0.007645889
Edwin Diaz,2016,0.073901859
Edwin Escobar,2016,-0.099758674
Edwin Jackson,2016,-0.187647446
Elvis Araujo,2016,-0.132162919
Enny Romero,2016,-0.035438024
Enrique Burgos,2016,-0.042229226
Erasmo Ramirez,2016,-0.055493782
Eric O'Flaherty,2016,-0.125126533
Erik Goeddel,2016,0.006887128
Erik Kratz,2016,-0.437602846
Evan Marshall,2016,-0.313205305
Evan Scribner,2016,0.289771585
Felipe Vazquez,2016,0.03481888
Felix Pena,2016,0.305533817
Fernando Abad,2016,0.056918994
Fernando Rodney,2016,0.011113572
Fernando Rodriguez,2016,0.058316934
Fernando Salas,2016,0.031265359
Francisco Liriano,2016,-0.273661617
Francisco Rodriguez,2016,0.070709396
Frank Herrmann,2016,-0.296102138
Franklin Morales,2016,-0.1395098
Gabriel Ynoa,2016,-0.246305816
Gavin Floyd,2016,0.076707975
George Kontos,2016,0.082833151
Gerardo Concepcion,2016,0.023216909
German Marquez,2016,0.046304802
Glen Perkins,2016,-0.353898239
Gonzalez Germen,2016,-0.111746384
Grant Dayton,2016,0.186923654
Greg Mahle,2016,-0.240192883
Hansel Robles,2016,0.026050703
Heath Hembree,2016,0.015224377
Hector Neris,2016,0.09188587
Hector Rondon,2016,0.05830744
Hunter Cervenka,2016,0.026751306
Hunter Strickland,2016,0.109937669
Huston Street,2016,-0.14074141
Ian Krol,2016,0.001623488
Ivan Nova,2016,-0.018738404
J.B. Shuck,2016,0.220029945
J.B. Wendelken,2016,-0.211779813
J.J. Hoover,2016,-0.337333612
J.P. Howell,2016,-0.033372158
J.R. Graham,2016,-0.185734008
J.T. Chargois,2016,-0.054005827
Jacob Barnes,2016,0.05655994
Jacob Turner,2016,-0.148766406
Jaime Garcia,2016,0.330515315
Jake Barrett,2016,0.019255448
Jake Buchanan,2016,-0.676038198
Jake Diekman,2016,0.08971034
Jake McGee,2016,-0.136206083
Jake Peavy,2016,-0.198596509
Jake Petricka,2016,-0.431073094
Jake Smith,2016,-0.253428554
James Hoyt,2016,0.02019336
James Pazos,2016,-0.541634419
James Russell,2016,-0.433356836
Jandel Gustave,2016,0.038899015
Jared Hughes,2016,-0.060720058
Jason Grilli,2016,-0.02632841
Jason Gurka,2016,-0.245018875
Jason Hursh,2016,-0.375480902
Jason Motte,2016,-0.1545812
Javier Lopez,2016,-0.010688685
Javy Guerra,2016,-0.194459566
Jayson Aquino,2016,0.706139139
JC Ramirez,2016,0.023005827
Jeanmar Gomez,2016,-0.044047496
Jed Bradley,2016,-0.1517303
Jeff Hoffman,2016,-0.098623048
Jeff Locke,2016,-0.108719611
Jeff Manship,2016,-0.030797778
Jeremy Jeffress,2016,0.020659837
Jerome Williams,2016,-0.164523512
Jerry Blevins,2016,0.050623115
Jesse Chavez,2016,-0.047857691
Jeurys Familia,2016,0.11164032
Jhan Marinez,2016,0.003424401
Jhoulys Chacin,2016,0.090257575
Jim Henderson,2016,-0.071550656
Jim Johnson,2016,0.075371778
Joakim Soria,2016,-0.038192245
Joaquin Benoit,2016,0.054592932
Joba Chamberlain,2016,0.096781487
Joe Biagini,2016,0.021596053
Joe Blanton,2016,0.124290493
Joe Kelly,2016,0.126752393
Joe Mantiply,2016,-0.580251817
Joe Musgrove,2016,0.5233884
Joe Nathan,2016,0.002623867
Joe Smith,2016,0.000108812
Joel De La Cruz,2016,0.032869529
Joel Peralta,2016,-0.130190008
Joely Rodriguez,2016,-0.009207939
John Axford,2016,0.000150053
John Gant,2016,-0.120585401
Johnny Barbato,2016,-0.104257711
Jo-Jo Reyes,2016,-0.742572961
Jon Niese,2016,-0.127146232
Jonathan Broxton,2016,0.039437281
Jonathan Holder,2016,-0.117315166
Jonathan Papelbon,2016,-0.023606645
Jordan Lyles,2016,-0.034704992
Jordan Zimmermann,2016,-0.086792536
Jorge de la Rosa,2016,0.294248139
Jorge Rondon,2016,-0.681346791
Jose Alvarez,2016,-0.018024225
Jose Dominguez,2016,-0.050302427
Jose Leclerc,2016,-0.027985106
Jose Ramirez,2016,0.016817735
Jose Torres,2016,-0.349286778
Jose Urena,2016,-0.073463352
Jose Valdez,2016,-0.041393147
Joseph Colon,2016,-0.095778371
Josh Collmenter,2016,-0.081052145
Josh Edgin,2016,0.015652412
Josh Fields,2016,-0.083349593
Josh Osich,2016,0.035201918
Josh Ravin,2016,0.345950101
Josh Smith,2016,-0.055671708
Josh Smoker,2016,-0.115114509
Josh Tomlin,2016,0.012057051
Juan Minaya,2016,-0.009825242
Juan Nicasio,2016,-0.005746067
Julio Urias,2016,-0.204405012
Jumbo Diaz,2016,0.002405813
Junichi Tazawa,2016,0.010631419
Justin Grimm,2016,0.021248159
Justin Marks,2016,-0.046410764
Justin Miller,2016,-0.143981301
Justin Nicolino,2016,0.253913766
Justin Wilson,2016,-0.000640231
Keith Hessler,2016,-0.108065341
Kelvin Herrera,2016,0.125116931
Kelvin Marte,2016,-0.874294696
Ken Giles,2016,0.035726167
Kenley Jansen,2016,0.224203726
Keone Kela,2016,-0.080190526
Kevin Chapman,2016,-0.307086576
Kevin Jepsen,2016,-0.168516766
Kevin McCarthy,2016,-0.173230028
Kevin Quackenbush,2016,-0.017005504
Kevin Siegrist,2016,0.071542904
Keyvius Sampson,2016,-0.161862472
Kirby Yates,2016,-0.043220487
Koda Glover,2016,0.062122412
Koji Uehara,2016,0.090899906
Kyle Barraclough,2016,0.108608019
Kyle Crockett,2016,0.015171657
Kyle Drabek,2016,-0.052746406
Kyle Hendricks,2016,0.449569335
Kyle Lobstein,2016,-0.066654523
Kyle Ryan,2016,0.069335148
Layne Somsen,2016,-0.503830069
Leonel Campos,2016,-0.026751444
Liam Hendriks,2016,0.024515315
Logan Kensing,2016,-0.140839174
Logan Ondrusek,2016,-0.336757426
Logan Verrett,2016,-0.087274568
Louis Coleman,2016,-0.040075075
Lucas Giolito,2016,-0.433246966
Luis Avilan,2016,0.1568175
Luis Cessa,2016,-0.035852003
Luis Garcia,2016,-0.179385145
Luis Perdomo,2016,-0.213697778
Luis Sardinas,2016,0.661534064
Luis Severino,2016,0.258023662
Luke Gregerson,2016,0.083344268
Luke Hochevar,2016,0.031558083
Luke Jackson,2016,-0.419826796
Madison Younginer,2016,-0.236294015
Marc Rzepczynski,2016,-0.003630234
Mark Lowe,2016,-0.127994249
Mark Melancon,2016,0.161137359
Mat Latos,2016,-0.222062871
Matt Albers,2016,-0.212024293
Matt Andriese,2016,0.205114806
Matt Barnes,2016,-0.009935529
Matt Belisle,2016,0.119078716
Matt Bowman,2016,0.077729231
Matt Boyd,2016,0.211883555
Matt Buschmann,2016,0.21509555
Matt Bush,2016,0.151131442
Matt Cain,2016,0.146771616
Matt Carasiti,2016,-0.386204995
Matt Dermody,2016,-0.551822956
Matt Grace,2016,0.463396486
Matt Koch,2016,0.131786477
Matt Magill,2016,-0.334744968
Matt Marksberry,2016,-0.248370053
Matt Purke,2016,-0.110047915
Matt Reynolds,2016,-0.183367825
Matt Strahm,2016,0.198070333
Matt Thornton,2016,-0.118962299
Matt Wisler,2016,0.661534064
Mauricio Cabrera,2016,0.073294456
Mayckol Guaipe,2016,0.016452285
Michael Blazek,2016,-0.160246299
Michael Feliz,2016,0.041016421
Michael Kirkman,2016,-0.57927667
Michael Lorenzen,2016,0.079674759
Michael Mariot,2016,-0.153108177
Michael Roth,2016,-0.644799197
Michael Tonkin,2016,-0.100710346
Michael Wacha,2016,-0.470307676
Michael Ynoa,2016,0.086045217
Miguel Castro,2016,-0.145687342
Miguel Montero,2016,-0.245416453
Miguel Socolovich,2016,0.25770037
Mike Broadway,2016,-0.273263707
Mike Clevinger,2016,0.128611959
Mike Dunn,2016,-0.024425961
Mike Fiers,2016,-0.080239356
Mike Mayers,2016,-0.455312702
Mike Montgomery,2016,0.08674812
Mike Morin,2016,0.027094985
Mike Pelfrey,2016,0.109914458
Mike Wright,2016,0.089031669
Mychal Givens,2016,0.038885684
Nate Jones,2016,0.138304611
Nathan Eovaldi,2016,0.33153362
Nathan Karns,2016,-0.138313325
Nefi Ogando,2016,0.132452386
Neftali Feliz,2016,0.031410882
Neil Ramirez,2016,-0.212207955
Nick Goody,2016,-0.126894774
Nick Martinez,2016,0.007268828
Nick Vincent,2016,0.035185567
Nick Wittgren,2016,0.059030217
Noah Syndergaard,2016,0.813555251
Noe Ramirez,2016,-0.419934154
Odrisamer Despaigne,2016,-0.129441217
Oliver Drake,2016,0.096988618
Oliver Perez,2016,-0.061894491
Parker Bridwell,2016,-0.378538728
Pat Dean,2016,-0.159746436
Pat Light,2016,-0.207384047
Pat Neshek,2016,0.163736427
Pat Venditte,2016,-0.698967023
Patrick Corbin,2016,0.148750242
Patrick Schuster,2016,-0.31128197
Paul Clemens,2016,-0.027927176
Pedro Baez,2016,0.083546948
Pedro Strop,2016,0.158710715
Perci Garner,2016,-0.068090916
Peter Moylan,2016,0.047889132
Phil Coke,2016,-0.132562308
Phil Hughes,2016,-0.3586867
Phil Klein,2016,-0.129855228
Rafael Martin,2016,0.948096801
Rafael Montero,2016,-0.293462955
Raisel Iglesias,2016,0.132418353
Randall Delgado,2016,-0.05430309
Reynaldo Lopez,2016,0.103383164
Richard Bleier,2016,0.136984343
Rob Scahill,2016,0.01906639
Rob Zastryzny,2016,0.285984528
Robbie Erlin,2016,0.442128837
Robbie Ross Jr.,2016,0.054405893
Robby Scott,2016,0.104723595
Robert Gsellman,2016,0.005036335
Roberto Osuna,2016,0.090459165
Roenis Elias,2016,-0.338802963
Ross Detwiler,2016,-0.275690166
Ross Ohlendorf,2016,-0.048563209
Ross Stripling,2016,0.092731494
Rubby de la Rosa,2016,-0.031912939
Ryan Buchter,2016,0.130688531
Ryan Dull,2016,0.139864517
Ryan Flaherty,2016,-0.732895822
Ryan Garton,2016,-0.012878194
Ryan Goins,2016,-1.396582908
Ryan Madson,2016,0.019403592
Ryan Merritt,2016,0.427568301
Ryan O'Rourke,2016,0.080714803
Ryan Pressly,2016,-0.000259027
Ryan Tepera,2016,0.045859947
Ryan Vogelsong,2016,-0.195604866
Ryan Webb,2016,-0.176531132
Ryan Weber,2016,-0.076288903
Sam Dyson,2016,0.023435671
Sam Freeman,2016,-0.323795142
Sammy Solis,2016,0.075777339
Samuel Tuivailala,2016,-0.07231325
Santiago Casilla,2016,-0.001446545
Scott Alexander,2016,-0.073421453
Scott Carroll,2016,-0.059596861
Scott Diamond,2016,-0.442737095
Scott Feldman,2016,-0.032138823
Scott Oberg,2016,-0.012208504
Sean Burnett,2016,0.142875677
Sean Doolittle,2016,0.039467384
Sean Gilmartin,2016,-0.022801058
Sean Manaea,2016,0.402370739
Sergio Romo,2016,0.016287086
Seth Lugo,2016,0.164009487
Seth Maness,2016,-0.003517384
Seunghwan Oh,2016,0.187345494
Severino Gonzalez,2016,-0.065775348
Shae Simmons,2016,0.281616278
Shane Greene,2016,0.012461734
Shawn Armstrong,2016,0.082967087
Shawn Kelley,2016,0.084240053
Shawn Morimando,2016,-0.488050151
Shawn Tolleson,2016,-0.147151333
Silvino Bracho,2016,-0.175101641
Spencer Patton,2016,-0.026183509
Steve Cishek,2016,0.076941276
Steve Delabar,2016,-0.001182205
Steve Geltz,2016,-0.072078974
Steve Hathaway,2016,-0.222355071
Steve Johnson,2016,0.007294591
Steven Brault,2016,-0.441131829
Steven Okert,2016,0.016048978
T.J. House,2016,-0.409960122
T.J. McFarland,2016,-0.186641331
Tanner Roark,2016,1.161882881
Tanner Scheppers,2016,0.205692539
Taylor Jungmann,2016,0.652509553
Taylor Rogers,2016,0.009784218
Tayron Guerrero,2016,-0.233976726
Tim Melville,2016,-0.706995782
Tom Gorzelanny,2016,-0.037917045
Tom Wilhelmsen,2016,-0.208618832
Tommy Hunter,2016,0.021894042
Tommy Kahnle,2016,0.022732871
Tommy Layne,2016,0.045544738
Tommy Milone,2016,0.006042401
Tony Barnette,2016,0.037389516
Tony Cingrani,2016,-0.016289609
Tony Sipp,2016,-0.1984684
Tony Watson,2016,0.056316765
Tony Zych,2016,0.057532245
Travis Wood,2016,0.086927789
Trevor Bauer,2016,0.006191039
Trevor Cahill,2016,0.046441829
Trevor Gott,2016,0.019267832
Trevor May,2016,-0.026464729
Trevor Rosenthal,2016,-0.09712941
Trevor Williams,2016,-0.295303689
Ty Blach,2016,0.495274855
Tyler Clippard,2016,-0.000105802
Tyler Cravy,2016,0.201662583
Tyler Glasnow,2016,0.017048488
Tyler Holt,2016,0.969739819
Tyler Ladendorf,2016,-0.014829719
Tyler Lyons,2016,0.06211263
Tyler Olson,2016,0.119965924
Tyler Sturdevant,2016,-0.002106187
Tyler Thornburg,2016,0.152447957
Tyler Wagner,2016,0.149518252
Tyler White,2016,-0.710027698
Tyler Wilson,2016,-0.024922648
Tyrell Jenkins,2016,-0.150506365
Ubaldo Jimenez,2016,-0.192238229
Vance Worley,2016,-0.045913682
Vicente Campos,2016,0.06949439
Vidal Nuno,2016,-0.048979975
Vin Mazzaro,2016,-0.721289232
Wade Davis,2016,0.142307033
Wade LeBlanc,2016,0.16527389
Wandy Peralta,2016,-0.260653673
Warwick Saupold,2016,-0.18265363
Wilfredo Boscan,2016,0.123642614
Will Harris,2016,0.139686117
Will Smith,2016,0.047195636
William Cuevas,2016,-0.192920634
Xavier Cedeno,2016,0.116432438
Yimi Garcia,2016,0.01747571
Yohan Flande,2016,-0.515779179
Yohander Mendez,2016,-0.164885049
Yusmeiro Petit,2016,-0.054067824
Zac Curtis,2016,-0.265651866
Zack Britton,2016,0.343304703
Zach Duke,2016,0.067512064
Zach McAllister,2016,0.000627446
Zach Neal,2016,0.075207662
Zach Phillips,2016,-0.069212933
Zach Putnam,2016,0.054875949
Zack Godley,2016,0.026327809
A.J. Cole,2017,-0.021261451
A.J. Griffin,2017,-0.366831905
A.J. Minter,2017,0.120598639
AJ Ramos,2017,0.033356494
A.J. Schugel,2017,-0.001284482
Aaron Bummer,2017,0.018348857
Aaron Loup,2017,-0.023410071
Aaron Slegers,2017,-1.058273676
Aaron Wilkerson,2017,0.662321557
Adam Conley,2017,-0.232687386
Adam Kolarek,2017,-0.201352236
Adam Liberatore,2017,0.083478454
Adam Morgan,2017,0.00714896
Adam Ottavino,2017,-0.069357269
Adam Warren,2017,0.197853187
Adam Wilk,2017,-0.200526935
Addison Reed,2017,0.075245583
Akeel Morris,2017,0.099825568
Al Alburquerque,2017,0.200914882
Alan Busenitz,2017,0.108688697
Albert Suarez,2017,0.033110165
Alec Asher,2017,-0.053100792
Alejandro Chacin,2017,-0.391767986
Alex Claudio,2017,0.137561327
Alex Colome,2017,0.087620614
Alex Wilson,2017,0.003998436
Alex Wimmers,2017,-0.215358464
Alex Wood,2017,0.52501346
Amir Garrett,2017,-0.374400989
Andres Machado,2017,-0.474439617
Andrew Albers,2017,-0.037233648
Andrew Bailey,2017,0.502271023
Andrew Chafin,2017,0.025029949
Andrew Kittredge,2017,0.054888816
Andrew Miller,2017,0.240633466
Andrew Moore,2017,0.06138835
Andrew Romine,2017,-0.234167562
Angel Sanchez,2017,-0.228981166
Anibal Sanchez,2017,-0.264805974
Anthony Banda,2017,0.345160903
Anthony Bass,2017,-0.429865033
Anthony Swarzak,2017,0.115866316
Antonio Bastardo,2017,-0.443427558
Antonio Senzatela,2017,0.235918204
Arcenio Leon,2017,-0.074653198
Archie Bradley,2017,0.12755536
Ariel Hernandez,2017,-0.062086402
Ariel Miranda,2017,-0.642533087
Arodys Vizcaino,2017,0.060793037
Aroldis Chapman,2017,0.115278636
Artie Lewicki,2017,-0.066190165
Asher Wojciechowski,2017,0.082338002
Ashur Tolliver,2017,-0.001054921
Austin Adams,2017,-0.074127248
Austin Bibens-Dirkx,2017,-0.057011043
Austin Brice,2017,-0.022248879
Austin Maddox,2017,0.191570942
Austin Pruitt,2017,-0.120108675
Barrett Astin,2017,-0.234984713
Ben Heller,2017,0.135946367
Ben Taylor,2017,-0.10331803
Blaine Boyer,2017,-0.071938236
Blaine Hardy,2017,-0.147048612
Blake Parker,2017,0.184327657
Blake Treinen,2017,-0.030741085
Blake Wood,2017,-0.063097434
Bobby Wahl,2017,-0.032558784
Boone Logan,2017,-0.054324504
Brad Boxberger,2017,0.104538964
Brad Brach,2017,0.10205289
Brad Goldberg,2017,-0.212899325
Brad Hand,2017,0.131765664
Brad Peacock,2017,0.167414931
Brad Ziegler,2017,-0.005437388
Braden Shipley,2017,-0.037150333
